content,score,app,topics
aplikasi hp ku tidak jalan jaring jaring bagus device oppo f,1,tinder,8
filter tidak sesuai jarak asli filter nya disetting muncul,3,tinder,1
aneh banget sih aplikasi tinder suka tinder upgrade aneh gaseru swipe kiri muncul muter stuck situ orang orgnya balikin tinder tinder gaberguna,1,tinder,6
coba daftar iya senang deh sekali hapus download aneh masuk ribet nya ampun,1,tinder,7
aplikasi tipu tidak di download gue daftar malam langsung bayar langgan malam besok pagi nya akun cekal alas langgar,1,tinder,7
tinder geblek gue habis daftar telpon nomer tidak di kenal habis uninstall langsung tidak ada tidak aman banget ya akun aman privasi nya,1,tinder,3
jelek bgtttttt log susah bgtttttt verifikasi gajelassss gabisaa bisaaaa,1,tinder,9
gila sih jam pakai tidak bisa pakai nya akun cekal salah beli paket tidak jahat tinder baca ulas kayak tidak nipu hapus aplikasi nya,1,tinder,6
suka kau aplikasi bodong nih bisa kena cekal dahal tidak ngapa kapai buka tinder tidak baru akun deh kena cekal hebat kali,1,tinder,6
akun cekal download daftar akun minggu buka pemberitahun verifikasi akun ikut langkah langkah ya ya tunggu benerapa pemberitahuan akun cekal tinder,1,tinder,7
blokir langgar apa langgar app aneh bisa logout habis ngeblokir,1,tinder,7
aneh akun gue dibekuin foto asli vertifikasi susah gue kalo bekuin akun mending hapus tunggu pratinjau menit tidak bisa login tolong admin tinder hapus akun gue tidak sampai foto gue salah aplikasi tidak guna bagus badoo tantan,1,tinder,7
halo tinder team tolong quiz tidak penting hapus ya kali chat ganggu tidak di hapus ku report google ku kasih bintang,1,tinder,7
tambah bahasa basa phpjs tidak ada,1,tinder,3
bberapa kali tonton iklan tidak bisa,1,tinder,5
bayar fasilitas ya,2,tinder,8
klik suka beda tantan,1,tinder,4
bagus lancar trm kasih moga,5,tinder,5
lumayan bagus kenal akun fake,4,tinder,6
download malam sore cekal tidak jelas aplikasi,1,tinder,4
akun tinder tidak bisa hapus bosan aplikasi bahaya,1,tinder,9
tibder bayar tidak bisa like orang tolonggg normal,2,tinder,0
teman tinder ajar bincang bahasa inggris,5,tinder,5
tolong bgke jarak baik ngebug bangkai apl tidak download bayar mulu,1,tinder,1
aplikasi suka tidak bisa verifikasi photo,3,tinder,7
bagus tidak suka kadang suka blokir,5,tinder,4
suka aplikasi respon moga tidak ke banned,5,tinder,0
akun cekal tidak laku langgar aneh banget nih aplikasi tidak jelas asli lo tidak robot palsu,1,tinder,7
gambar dinosaurus mulu bingung tidak masuk masuk hubung mulu,1,tinder,1
harap gratis tidak usah download wajib bayar,1,tinder,8
payah tidak bisa buka aplikasi stuck logo tinder buka leewat web login dll tolong benah,1,tinder,9
verifikasi akun foto wajah proses stuck tidak ada tombol lanjut,1,tinder,7
tidak bisa masuk ruang apk nya kali download data seluler pakai wifi tidak bisa guna kecewa,1,tinder,3
aplikasi verifikasi tidak robot masuk cekal hahaha buang kuota,1,tinder,7
apk tidak akan guna tidak ada komunikasi,5,tinder,6
susah nya jarang match,2,tinder,0
apk jelak topup chtannasuuuu,1,tinder,3
terimakasi tinder temu jodoh,5,tinder,5
tidak jelas banget sumpah apk nya daftar eh jam akun cekal coba tolong balikin akun,1,tinder,7
aplikasi sampah gue daftar akun tulis akun cekal mulu akun langsung blokir kesalahangw coba aplikasi bete bgtmending gue pakai tantan aplikasi dating,1,tinder,6
apk tidak bisa pakai,2,tinder,7
aplikasi sampah akun ban permanen langgan paket gold tidak usah pakai apk,1,tinder,6
match nya tidak muncul chat match notifikasi pesan error kah,1,tinder,7
aplikasi teman keren kenal teman bahan dunia,5,tinder,5
henti langgan sepi tinder ambil uang shoppeepay rugi hapus akun tinder tagih shopepay,1,tinder,7
sempit mode gratis kalo premium mahal,3,tinder,3
aplikasi cekal tidak bisa login tidak buat senonoh negatif tidak logis,1,tinder,6
aplikasi bodoh bikin bodoh masak verifikasi nya gambar kucing kepala hadap atas,1,tinder,7
aplikasi tidak jelas langgan langsung tidak bisa login,1,tinder,9
akun cekal gaberes aplikasi mending tidak ada download aplikasi korban isi data pribadi akun cekal alas,1,tinder,6
masuk nya ribet,1,tinder,7
member goldmalah akun bekukanberhasil ferifikasidi beku lagiaplikasi sampah tipu inijahanam capek capek nge likekagak respon jahanam jahanam,1,tinder,0
bagus rumit mula,5,tinder,2
tidak jelas login eh tiba pas buka apk nya tidak bisa langgar tidak ngapa in anjay,1,tinder,7
parah bayar tau like gold duluapk sampah sih dikit dikit bayarudh kayak apkdi iklandi tv yutubmasih kurg duitnyapayah nih tinder,1,tinder,6
kalo chat gratis,5,tinder,0
verifikasi sulit snjing,1,tinder,1
sih login kemarin suruh log out blokir akunnyapadahal tidak kirim negatifawalnya verified tidak verified verifikasi akun tiga kali blokirfirst time gua main tinder gua sesal download,1,tinder,7
segitu nantj tambah kalo tidak harus bayar mahal tidak sama kayak apk belah free i really sorry but its real,3,tinder,3
aplikasi tidak jelas main cekal tidak pernah pakai buka tidak bisa,1,tinder,7
internet gue lancar semuadi tes apk sono buka tinder lelet banget kayak tidak ada kuota pakai wifi tolong beneri lelet lot lag ping,2,tinder,6
akun cekal tidak kabar burung belaka pakai jam tidak diapaapain moga data guna tidak bocor weh ya,2,tinder,0
aplikasi bagus langgan tinder gold tidak ketemu jodoh uninstall sempetin kasih ulas by tinder,3,tinder,0
bagus sopan tinder sila turohim moga tender berkah allooh swt,5,tinder,8
hoho bintang aplikasi pelit match kali tidak bisa chat bayar kalo aplikasi gratis chat match,1,tinder,0
tidak panjang tau tau gopay potong rp tidak rasa bayar saldo potong aplikasi ampo hatihati,1,tinder,6
aplikasi lumayan bagus moga suka aplikasi,5,tinder,6
aplikasi tinder eror terusmenerus tolong baik ya kak aplikasi tinder buruk,1,tinder,6
bagus cewek cakep,5,tinder,8
akun tinder banned tidak laku salah no telepon tidak bisa tolong bantu admin ya pakai tinder banned tolong bantu akun min terima kasih,1,tinder,7
trimakasih tinder berkat dapat jodoh pria sayang setia pada iseng doang main eh tau pasang once again thank lu tinder tidak jadi tinder tukang bohong tampramental suka maki kasar jahat suka selingkuh and hes sok cuteee omg i think i fall love with him my pretty boy,5,tinder,4
instal kena langgar akun cekal tinder tolong developer nya benah kasih reting buruk,1,tinder,7
download download dcoba kali,1,tinder,7
gua tidak salah aplikasi salah oknum guna tindernya ya minggu minggu pesan orang tidak kenal keluar tidak pantas arah leceh seksual opsi adu apknya tinder mohon menindaklanjuti oknum tidak bertanggungjwb,3,tinder,8
tidak bisa ganti namausia tidak bisa verifikasi,1,tinder,4
tidak download bayar aplikasi nya,1,tinder,9
aplikasi burukk tidak guna gue tidak nglanggar akun blokir atur jls transparan aplikasi busuk tidak manfaat layak kasih bintang,1,tinder,6
tinder banyak cewek tidak juga ketemu langsung kontak fisik gofood grabfood heran tidak kasih makan kadang kenal jam gofood grafood banyak oknum tidak seperti ragu kalo tidak verified akun asli iseng orang,3,tinder,2
tidak ada gun downlaod semu serba bayar pas masuk bayar fiturnya gratis download bohong,1,tinder,1
terima kasih tinder kenal tinder teman,5,tinder,5
app sampah lihat foto beli nya mahaluninstal ajagk,1,tinder,6
apps sampah ujung suruh bayar bulan hasil tidak nyata,1,tinder,6
senang,3,tinder,1
coba instal masuk eh tidak bisa login logo tunggu menit tidak bisa login,2,tinder,7
logout,1,tinder,7
ya tidak bisa daftar tidak bisa hubung,1,tinder,1
masuk verifikasi guna manusia nya sulit paham tidak bisa masuk akun,1,tinder,7
bikin akun habis tinggal charger jam habis charger buka aplikasi tinder keren aplikasi ban bikin akun,1,tinder,6
masuk susah banget anjir gua tau gambar ngadep gua tau lagu sedih tidak jelas,1,tinder,7
info langgan tinder gold lebih untung nya erti gue update ribu entar tidak ada lebih nya,1,tinder,0
cowok banyak ngebahas tidak isi gombal basi ratarata main cewek suka minjem duit apk ter red flag uninstall,1,tinder,4
kasih bintang tidak bisa buka kontak pesan kitavtdk dsn baca,2,tinder,7
apk memuaskankarna daftar muncul verifikasi,1,tinder,7
paket langgan tau akun banned alas lenyap paket bayar fasilitas tidak dapat,1,tinder,9
terimkasih jodoh aplikasi nal app tolong bantu muncul chat jodoh temu app tolong bantu recomended,5,tinder,5
sih tidak bisa buka daftar ulang malas hapus apk,5,tinder,7
apk tiba teruninstal bolak instal tidak bisa kecewa sih,1,tinder,7
cekal tidak guna fitur bayar tidak laku apaapa tibatiba cekal,1,tinder,6
daftar tidak bsloading mulu tidak kelar pagi malam auto uninstall deh,1,tinder,1
sih loading pakai ngisi tts bikin ribet hapus tuh aplikasi tts suruh bayar tts tidak jelas,1,tinder,7
daftar cekal tidak laku apa akun cekal apk tidak bagus,1,tinder,7
amplikasi tidak orang baca tuliskehaharusan perifikasi iklan,1,tinder,0
sih suruh verifikasi ulang i kali tidak bisa install ulang berkalikali,1,tinder,6
gabung langsung tangguh email tidak bisa masuk apose aplikasi inj gj,1,tinder,6
tolong baik aplikasi nya ngebag pahal verifikasi ngebag,1,tinder,5
aplikasi seetaaann kaya profil tidak tampil tidak pernah match anjiiiinnkkkk,1,tinder,7
kasih bintang orang liatbagi cari jodoh kendala biaya aplikasi mending donload tantan ramah kasih coba premium,5,tinder,3
ucap terima kasih apk berkat apk pasang cocok developer tinder sponsor acara nikah lumayan bantu developer bukti chat calon istri apk bukti,5,tinder,7
aplikasi gbk gatu salah padhal sopan foto asli tutup akun ku sesal ketemu apk tidak jelas,1,tinder,7
loh tinder gue geser kanan geser kiri gue apk pas masuk apk orang gue geser muncul,2,tinder,7
tidak bisa kirim pesanlihat suka bayar,1,tinder,4
error bagi jaring tidak koneksi,2,tinder,1
masuk suruh teka teki mulu kodok jelek banget tidak masuk,1,tinder,7
tidak mau salah mana tidak manusia tidak bisa tembus teka teki masuk tinder pakai tinder sad,2,tinder,6
gps aplikasi eror iya lokasi cari atur,2,tinder,1
kash bintang tidak apa cekal,1,tinder,7
suka aplikasi next time tidak main blokir ya akun dikembalikkan terimakasih tinder i liked this app sok much,4,tinder,0
bayar tidak bisa like like orang tidak bisa very bad aplication,1,tinder,0
tolong kembali akun tinder ku akun blokir tidak bisa bikin akun tolong baik bijak,1,tinder,7
tidak jelas banget tbtb akun gue cekal kgk kapai buka aplikasi nya jarang,1,tinder,7
tidak tau salah tibatiba akun cekal identitas resmi cantum cekal kecuali pakai identitas palsu menyalahgunakan cekal aneh malas tidak download aplikasi akun,1,tinder,7
verifikasi gagal salah sila coba tuh,3,tinder,7
tidak sering verikasi,3,tinder,3
aneh tidak ngapa in tiba verifikasi akun cekal,1,tinder,7
aplikasi bagus,5,tinder,2
apk gs buka download ya,3,tinder,7
bagus apk nya kasih hahhahaha,1,tinder,7
bagus,5,tinder,2
dblokir tidak laku salah apa salah aplikasi tinder tidak akan guna aplikasi,1,tinder,6
verfikasi nya sukit tebak gambar nya tidak bisa masuk payah,1,tinder,7
kecewa splikasi tuju nyedot duit doang,1,tinder,3
aplikasi sisi negative nyakaum pria banyak hubung tidak sehat wanita hati pakai aplikasi wanita,1,tinder,6
halo selamat siang suka live tinder nya jodoh seyouu,5,tinder,2
akun cekal kunci tolong respon terimakasih,1,tinder,6
iya nyusun gambar tidak jelas masuk,1,tinder,7
tolong baik apk tidak ngapangapain cekal,1,tinder,7
masuk susah pakai banget teka teki salah,1,tinder,7
info tidak bisa buka masuk cekal tidak bisa,1,tinder,7
apk tinder tidak bisa masuk di cekal nyaperasaan tidak ada aneh bru main tiba tidak bisahadehhh bantu donkkk plisss,1,tinder,6
aplikasi tipu langgan tidak ada mnyukai suruh langgan platinum jebak,1,tinder,0
bagus tidak bakal sesal kalo lot aplikasi,5,tinder,9
mantap apk nya,5,tinder,7
sedih tidak rasa langgar apa akun diblox tidak bisa kecewa berat sih gua tidak ada aju banding,1,tinder,0
lanjut hubung lindung sinkron tingkat grup komunitas family link untung muas,5,tinder,9
apl mahal jelek fake jual,1,tinder,6
pakai foto asli verified pakai plus premium eh banned akun aneh aplikasi sinting,1,tinder,7
aplikasi bantu sulit cari jodoh mudah terima kasiy tinder berkat pasang,5,tinder,5
tidak bisa masuk,1,tinder,0
ok kasih binyang moga bantu,5,tinder,5
tinder blokir akun tampa pilah langgan sistem blokir contoh cewek tinder jasa psk aksi jahat mohon kembali akun email pribadi nomor masuk sistem tinder lapor aplikasi,1,tinder,7
kalo langgan nya tidak mahal min,5,tinder,7
tinder ya tidak nagapain banned tidak bisa chat tiba akun tidak ngeklik lovenya kali heran,2,tinder,7
aplikasi lawak verfikasi akun bang,1,tinder,6
aneh masuk aplikasi tinder tidak bisa bolakbalik coba akun ku kena cekal dih banget,1,tinder,7
akun cekal ya tidak aneh aneh kalo cekal kayak foto,1,tinder,7
mending tidak download aplikasi deh sesal tidak laku langgar apa kena blok payah,1,tinder,7
akun logout pas login tidak bisa akun cekal langgar atur komunitas aneh tidak ada langgar,1,tinder,7
gua jelek aplikasi sengaja tidak kasih matching biar bayar matching otomatis spam like kanan kagak matching anjir,1,tinder,9
masuk langsung cekal langgar langgar tidak erti eh lihat ulas cekal app nya errorsuruh pilih gajah manusia aneh nih apk nya langsung uninstal,1,tinder,7
download tidak bisa buka aplikasi nya masuk aplikasi logo tindernya tidak login login,1,tinder,7
aplikasi keren bantu soulmate mks tinder,5,tinder,9
beli tinder gold resmi google play tidak bisa match likes eror tolong baik kecewa,1,tinder,0
kecewa apk mandang fisik,1,tinder,7
senang aplikasi tidak laku langgar tentu komunitas akun cekal info kenapaalasannya banding tidak bisa ya tidak laku,1,tinder,0
parah akin nonaktif tau alas,1,tinder,0
salah sinyal ok wiffi,1,tinder,7
cocok cari partner,5,tinder,5
aplikasi aneh log out,1,tinder,7
moga calon amin,5,tinder,5
alam sesal tlah download app kasih rate tinder,1,tinder,6
like batas tidak kayak bebas susah ngeverifikasi,1,tinder,4
tidak dapat informasi komentar,4,tinder,4
pencet lahir tidak bisa masuk tentu kalo tidak bisa masuk ya aplikasi buruk,1,tinder,7
akun log inlagi tidak bisa email tidak bisa,2,tinder,7
aplikasi error,1,tinder,9
aplikasi nya bagus bayar susah sosial media tidak nya free jual tidak sekali bayar,1,tinder,6
bagus premium,5,tinder,2
download gilir masuk tidak bisa gjls apk,1,tinder,7
aplikasi tidak jelas bayar akun cekal daftar apk tipu,1,tinder,7
buruk indak tidak pantas gunakansubayar cekal aplikasi tidak bagus tolong hapus play store,1,tinder,6
bantu cari temanbuat teman sajasaya suka aplikasi,3,tinder,5
ya akun baca pantau tidak main,1,tinder,7
komplen ketemu nya cowok suka ngeghosting sih tolong suruh update apk lihat pantau segi muka cowok php,2,tinder,7
bayar bulan tidak bisa log tidak tahu blokir kembali dana tukang eror i coba pakai new number n tidak tidak pakai log out akun ku cekal woy akun nya tidak kepake,1,tinder,7
tidak bisa masuk kena batas usia aneh tau coba tidak juga log log aman aman aneh,1,tinder,7
pakai aplikasi seru banget batas nyasekarang ban tidak jelas gara kenal dkk profil link ajaudah tidak seru aplikasi sekaranggajelas bangetkecewa,1,tinder,9
app tinder iya tidak langgar akun blok tibatiba update tolong baik iya data,1,tinder,6
masuk manusia atur global tudak jumpa teman ading,1,tinder,1
aplikasi tidak jelas updet tidak bisa masuk boro masuk tampil login tidak bisa,1,tinder,7
ok kalo skipswipe left muncul kalo habis available kandidat nya,3,tinder,1
tidak bisa masuk tinder nya ya lamaaa banget loding nya jaring bagus tolong baik,2,tinder,1
ajang tambah teman relasi bagus pakai positifkeren ditingkatkantks tinder,5,tinder,3
donwload tinderbaru bikin akun tunggu pesan verifikasi pesan eh tidak bisaini aplikasi yahudh rusak,1,tinder,7
aplikasi tidak jelas updet tidak bisa masuk boro masuk tampil login tidak bisa,1,tinder,7
tidak bisa masuk tinder nya ya lamaaa banget loding nya jaring bagus tolong baik,2,tinder,1
sih bagustapi tulis cekal wooeeelah sih nih apk,5,tinder,6
ok kalo skipswipe left muncul kalo habis available kandidat nya,3,tinder,1
aplikasi ekspetasisaya mohon kecilbimbang mending tidak usah download nih aplikasisesat,1,tinder,4
daftar langsung cekal cekal pas upload foto hak privasi langgar,1,tinder,7
