content,dominant_topic,label,score,at,app,topic_percentage,value
pikir aplikasi bantu sayatapi tidaknamun tidak penting percaya paksa dampak negatif senditerima kasih,0,negative,5,2019-06-02 20:53:40,tinder,0.6,0.818
payah pakai top up suka obrol orang top up huhfff,1,negative,1,2021-12-28 04:42:26,tinder,0.595,0.995
cekal salah pakai tidak ada tidak jelas nih curiga ambil foto,1,negative,1,2023-09-08 21:57:18,tinder,0.731,0.999
masuk bikin error hp nih sistem bahaya guys,0,negative,1,2018-09-12 22:58:06,tinder,0.599,0.998
masuk tidak bisa hapus yakali hapus install capek,3,negative,1,2018-11-28 16:43:44,tinder,0.6,0.867
senang nih upgrade gold bayar pulsa simpati tidak bisa ya mohon bantu min,2,neutral,5,2020-05-13 23:41:21,tinder,0.598,0.996
tolong aplikasi lapor polisi aplikasi kumpul data tidak sedia fitur hapus akun data disalahgunakan tolong lindung,4,neutral,1,2023-11-11 20:26:28,tinder,0.6,0.999
verifikasi pesan tidak masuk masuk sih,3,neutral,1,2020-08-12 15:12:33,tinder,0.733,0.9
kecewa banget logout sendiriverifikasi nya ribet masuk pakai emailno hp,3,negative,1,2020-10-11 16:51:49,tinder,0.731,0.999
fitur utama tuju bikin nya aplikasi inj bayar,0,neutral,1,2019-12-14 02:08:49,tinder,0.599,0.934
astaga tidak erti deh update tidak bisa buka masuk tinder logout ya,3,negative,1,2021-05-07 22:35:47,tinder,0.477,0.996
jelek sihblm duit aplikasih jelek pengin coba sih tidak apa suruh top up bknnya tidak modal ya lihat orang nglike tidak boleh kudu top up sampahhh,0,negative,1,2022-06-28 13:09:31,tinder,0.414,0.999
serius akun gue geser kanan habis geser kanan chat gue tidak ada balas gue match tinder gue dah ketemu gue akun gue tolong chatin eh akun akun gue hilang akun match gue tidak pernah dibales akun gue dah,0,negative,1,2023-04-26 16:31:54,tinder,0.79,0.998
buka aplikasi nya kemarin tidak bisa ya putih doang layar hp nya tidak masuk aplikasi nya,3,negative,1,2022-08-21 15:35:43,tinder,0.6,0.548
niat bikin apk tidak sih masuk bikin susah yaudah uninstall tidak usah download sesal teman,0,negative,1,2023-06-29 21:36:02,tinder,0.556,0.999
guna tarik aplikasi kecewa,2,negative,1,2021-04-24 12:59:04,tinder,0.6,0.983
download sia tidak bisa chat lihat orang match delete tinder bye bayar keluar kuota bayar mending cocok,2,negative,1,2021-06-18 23:25:41,tinder,0.84,0.994
bintang nyasyg pakai gold nya tidak bisa chat tidak bisa lihat orang suka,2,negative,4,2022-09-05 21:41:20,tinder,0.555,0.896
sok bad kena langgar tidak laku langgar kalo gue lapor langgar biaar akun banned pulih tidak bisa,4,negative,1,2023-09-14 16:05:45,tinder,0.595,0.998
maaf bintang harga member tidak masuk akal iya nyatax isix tipu kebxkn ya rugi bayar grupx ba harga member wajar pandemi pemasukn mndingn pki kebthn,3,negative,2,2021-06-13 14:47:37,tinder,0.6,0.996
gue cekal padahak tidak laku apa,3,negative,1,2023-11-16 23:00:15,tinder,0.599,0.999
komersil tinggal dewa tidak pakai auto uninstal,4,neutral,1,2019-10-17 22:18:59,tinder,0.408,0.99
tidak bisa masuk kecewa hapus data tidak bisa login,3,negative,1,2021-08-28 19:55:16,tinder,0.6,0.864
apk bagus beli apk mohon tidak pakai,1,positive,4,2022-06-18 09:45:46,tinder,0.429,0.967
enak an aplikasih belah bayar gratis aplikasih tander kirim pesan bayar itu tidak tentu cewek teman sesal qw download,2,negative,1,2020-08-21 12:31:07,tinder,0.598,0.997
bayar via transfer tidak terlalu mahal,2,positive,3,2023-04-21 23:00:54,tinder,0.598,0.991
tidak bisa masuk aplikasi tinder pemberitahuan paksa henti tolong solusi,3,neutral,5,2019-06-15 11:32:50,tinder,0.6,0.993
tidak jelas akun blokirgiliran biat akun pakai email no hp tidak bisagnti hp gbisa jggilak,1,negative,1,2022-02-21 22:21:30,tinder,0.595,0.996
nih pesan orang ngeluh byr app lu kalo jodoh ya modal goblok lu pacar dunia nyata uang bo byr kalo komen rasional dikit tidak pakai otak sampah susah sih kalo mental miskin gratis kalo gratis lu main app belah micat orang bo sana byr ya hindar bentuk prostitusi online contoh cmb mahal tinder cmb tidak ada akun bo tarif bulananya mahal,1,negative,5,2020-10-27 00:52:05,tinder,0.595,0.999
thanks tinder pakai aplikasi kenal orang temu suami tinder,1,neutral,5,2022-12-15 22:10:54,tinder,0.595,0.985
tidak bisa daftar tod gagal hubung jaring bagus,0,negative,2,2022-04-13 08:39:56,tinder,0.595,0.947
like bayar bayar pakai pulsa gagal,3,negative,3,2022-03-25 22:46:08,tinder,0.522,0.944
not bad akun offline tidak online mohon tidak di tampil,4,neutral,5,2020-08-28 10:27:32,tinder,0.728,0.992
verikasi sms gagal tunggu sms verikasi masuk,3,neutral,1,2021-02-22 09:56:42,tinder,0.6,0.998
tahi deh asyik pdkt gue tinggal bentar pas login chatnya hilang kali mending hapus sesak kali nya,4,negative,1,2019-05-04 15:35:38,tinder,0.598,0.716
akun tidak bisa masuk masuk nomer pakai salah bayar tidak bisa masuk,3,neutral,1,2020-12-18 05:21:59,tinder,0.8,0.985
kalo masuk aplikasi apk tidak jelas,3,negative,1,2022-09-24 18:21:22,tinder,0.6,0.999
loading tidak masuk menu,3,negative,4,2019-07-23 15:08:06,tinder,0.6,0.999
bayarrr tiru apk tan tan ber bayar tidak semua nya majuu kalo kayak,2,negative,1,2022-03-27 17:15:42,tinder,0.598,0.994
tailah tidak bisa login otp tidak masuk,3,neutral,1,2021-01-04 19:03:06,tinder,0.6,0.784
login kode masuk tidak ada alias tidak kirim kirim tunggu,1,neutral,1,2021-05-23 08:30:32,tinder,0.491,0.964
ngabisin kuota dowonload tidak bisa buka,4,negative,1,2019-01-20 09:46:53,tinder,0.731,0.995
tidak suka aplikasi bayar mahal auto un install aplikasi ribettt,2,negative,1,2020-02-23 15:57:15,tinder,0.406,0.999
tidak juga masuk cekal tidak beres aplikasi,3,negative,1,2023-05-08 21:05:56,tinder,0.6,0.998
habis pakai app sms spam tidak jelas hati hati,1,negative,1,2021-01-03 09:19:40,tinder,0.595,0.999
tidak tau kesini kesanaaaaaaaa nih apk ret tidak jelassss masak layar putih mulu sebulanbye malas pakai apk payahhh,2,negative,1,2022-10-27 23:19:40,tinder,0.728,1.0
payah bayar susah uninstal all,2,negative,1,2021-06-10 01:57:37,tinder,0.598,0.99
buruk tidak erti tinder tidak pernah langgar atur tinder tau tau akun bannedsaya tidak pakai aplikasi akun banned tolong balikin akun tidak asal blokir blokir,1,negative,1,2020-05-02 10:09:27,tinder,0.595,0.652
tinjau menit berjamjam tidak selesai takut lu kalo pakai fake people swipe suruh premium ett ya,3,negative,1,2022-05-15 13:52:39,tinder,0.546,0.999
tidak dapat daftar tidak muncul kode akses tidak dapat lanjut gender,0,neutral,1,2021-07-19 18:34:31,tinder,0.597,0.823
masuk by nomor telfon eh kode tidak kirim kirim kirim ulang tidak sampai,1,neutral,2,2021-05-22 00:52:51,tinder,0.597,0.989
aplikasi tidak jelas tidak ada tb tb kena langgar aneh,4,negative,2,2023-06-11 18:15:56,tinder,0.595,0.998
secret admirer nya eror kayak nya swipe tidak hilang,0,negative,5,2020-06-13 23:47:01,tinder,0.6,0.999
adminudah tidak bisa menmbah teman tidak bisa cht contoh like orang orang tidak ada cht kwn kwn ditinder teman tidak ada balas puluh teman cht tolong akun tq,2,negative,3,2021-05-06 11:09:10,tinder,0.593,0.973
nge lag tidak tanggap aplikasi,4,negative,1,2020-08-10 22:13:51,tinder,0.599,0.999
nya bayar mending pakai sosmed,2,positive,1,2020-12-17 10:29:11,tinder,0.727,0.987
daftaraplikasi tidak bisa buka update tidak bisa buang kuota,1,neutral,1,2018-11-09 07:44:04,tinder,0.73,0.997
bayar biar lancar,2,positive,4,2023-07-28 09:49:31,tinder,0.598,0.775
ok tolong bikin murah upgrade goldnya banyak promo goldnya,0,neutral,5,2019-09-26 09:34:08,tinder,0.599,0.711
bintang tidak buat - bayar bantu bikin apk muat poin uang,2,neutral,1,2019-12-30 12:57:25,tinder,0.566,0.999
apk tidak jelas gua tidak aneh akun gua blok,4,negative,1,2021-09-28 20:45:51,tinder,0.6,0.546
senang tinder rekat hubung silaturahmi segenap lapis beda usia posisi jabatandan tinder sahabat nusantara tidak tutup via temu jodoh moga tinder wahana tambah ssaudara latih untu jiwa watak agung hati brilian,1,positive,5,2020-04-06 10:24:29,tinder,0.597,0.727
download muncul layar putih,0,neutral,1,2020-04-27 21:25:46,tinder,0.597,0.998
hai nama joddyaku admin tinder indonesiakenapa akun diblokirsaya umur soalnyasemua deh ikut tidak bisa masuk jugatolong bantu admin,3,neutral,1,2023-02-14 16:57:19,tinder,0.6,0.545
tidak bisa orang kasih like bayar delete app,2,negative,1,2021-08-11 18:54:11,tinder,0.598,0.962
dinotice like gwgiliran gue like orang tidak ada match aplikasi sampah dikit nyuruh member premium,2,negative,1,2020-08-21 08:12:54,tinder,0.599,1.0
bolak masuk layar putih,3,negative,1,2019-02-22 09:49:43,tinder,0.6,0.999
bayar susah pakai apk,2,negative,2,2023-01-17 09:33:34,tinder,0.727,0.999
gambar bagusjelas cepat,2,positive,5,2020-03-06 22:08:35,tinder,0.6,0.994
nya bayar damn tidak bisa lihat like mengirimin pesan,2,negative,1,2018-12-30 15:55:17,tinder,0.733,0.975
aplikasi tidak guna beda tantan enak tanta kko cari teman pakai,4,positive,1,2019-08-10 22:08:09,tinder,0.598,0.996
coba eh susah masuk pakai acara verifikasi manusia yakali gue tidak manusia coba gambar ulang kali salah parah,0,negative,2,2020-12-05 23:08:57,tinder,0.6,0.999
beli platinum kena blokir notifikasi blokir tidak langsung blokir akun blokir nasib nya,4,neutral,1,2022-03-29 05:41:05,tinder,0.595,0.999
parah umur facebook beda umur asli parah tidak bisa ganti pakai no hp detak facebook parah,1,negative,1,2020-05-05 05:30:02,tinder,0.595,0.995
tidak bisa kah kalo beli tinder goldnya pakai pulsa ribet banget mesti debit cc,1,negative,3,2020-05-11 10:53:15,tinder,0.595,0.895
maaf uninstal download tidak pada asik cwonya bayar mahal euy,2,negative,1,2020-08-06 23:46:18,tinder,0.598,0.999
aplikasi sampah tidak coba download sesal tidak bisa digunakanplease report tutup tidak rugi orang,0,negative,1,2018-10-16 09:59:34,tinder,0.729,0.999
aplikasi tidak jelas buka aplikasi langsung bikin blank hp,0,negative,1,2020-01-27 23:56:53,tinder,0.599,0.993
apalikasi baperan chat masuk kadang tulis langgar hukum lapor tidak padahal chat nya sopan pntesan komplen akun tutup tidak ada salah sakit tinder baperan cari duit iklas min,3,negative,1,2022-10-19 09:41:05,tinder,0.6,0.997
sumpah kecewa banget aplikasi burukapa serba bayar lihat sukain kitaahh payah kecewa,2,negative,1,2020-05-11 23:35:10,tinder,0.598,1.0
suka den aplikasi tambah teman tambah keluarga,0,positive,5,2022-05-09 02:48:49,tinder,0.6,0.992
tidak coba kalo tidak ada kendala guna aplikasi kasih bintang,0,neutral,2,2020-06-11 16:50:24,tinder,0.6,0.849
tidak bisa lihat suka tlong ubah,0,negative,1,2022-03-11 22:40:01,tinder,0.408,0.841
tidak bisa pakai masuk tulis salah aneeh,3,negative,2,2019-12-18 07:20:06,tinder,0.731,0.98
aplikasi nya bagus tidak pakai tinder gold pasang,1,positive,5,2023-05-24 12:07:00,tinder,0.595,0.991
kali hilang akun login pakai no herann,0,negative,1,2021-11-08 21:11:04,tinder,0.6,0.925
login tidak bisa sms kode tidak masuk sih,3,neutral,2,2021-08-19 12:00:05,tinder,0.6,0.908
tahi masuk gilir pas masuk tidak bisa,3,negative,1,2018-12-29 00:10:47,tinder,0.6,0.999
mending cari nyata gaiss app tidak tentu latar belakang benar,4,negative,1,2019-10-22 21:24:44,tinder,0.598,0.981
susah masuknyatiap buka login ulang kode otp nya tidak masuk,3,neutral,1,2022-06-30 14:01:34,tinder,0.6,0.574
akun gue blokir permanen tidak jual email tidak ada tanggap mending main sih kuning,3,negative,1,2022-07-23 00:48:14,tinder,0.321,0.986
ah payah like orang suka tidak bisa lihat like orang suka tidak bisa chat an alias berbyr tidak dapat free guna un install aja,0,negative,1,2020-06-26 05:51:06,tinder,0.575,0.999
admin kalo chat bayar jodoh like iya kalo chatting bayar tidak adil buruk apk nya,2,negative,2,2020-06-08 01:31:31,tinder,0.732,0.997
foto tidak muncul deh upgrade,0,neutral,1,2021-06-19 11:11:12,tinder,0.597,0.669
ya susah masuk tinder tidak tanggap,3,negative,2,2021-05-07 20:12:05,tinder,0.6,0.999
tidak jelas tidak juga masuk blokir tidak angerti nya apamasuk lwat email gabis alwat noner tlfon tidak bisa tidak jelas banget nih aplikasitiba ngeblokir blomjuga ngaoa heranapus aaja aplikasi,3,negative,1,2019-09-19 00:52:19,tinder,0.6,0.999
gue doang kena blokir ya tolong bugnya benerin ya tinder,4,negative,1,2021-01-24 20:24:12,tinder,0.595,0.998
tidak bisa masuk keakunpadahal login pakai no hp,3,neutral,1,2021-11-09 08:31:38,tinder,0.731,0.984
apknya forceclose masuk nomor,3,negative,1,2019-07-10 22:41:20,tinder,0.6,0.983
kacau tidak bisa log bikin akun,0,negative,3,2020-05-02 14:22:53,tinder,0.599,0.996
lu deh beli kuota lu bayar langgan kenal fb twitter sosmed tidak ada otak kapitalis,2,negative,1,2020-06-30 02:30:43,tinder,0.733,0.999
apl masuk daftar tidak bisa,3,neutral,3,2021-11-13 09:04:05,tinder,0.6,0.998
wtf bro akun pakai gmailtrus verify nomor telponakun blokir langgar atur bla bla bla sistem kacau,1,negative,1,2020-05-28 06:29:16,tinder,0.595,0.998
terakhiraplikasi tidak bisa,3,negative,2,2020-08-02 15:28:24,tinder,0.597,0.992
sih tinder habis baru malaj tidak bisa dibukaa down banget performa nya ih,1,negative,1,2019-05-05 08:55:05,tinder,0.599,0.999
top up pakai debit tidak bisa ribet,1,positive,1,2020-11-21 07:31:42,tinder,0.595,0.783
coba gratisin minggu biar favorit hehe,0,neutral,5,2020-12-16 22:08:28,tinder,0.6,0.51
didownload tidak bisa buka aplikasi sih,3,negative,1,2022-09-14 13:08:14,tinder,0.6,0.995
match mulu meet mulu jadi tidak gue demo nih app,3,negative,5,2018-10-24 13:21:29,tinder,0.6,0.998
doang blok teman pakai tinder blok bikin akun hp baru tidak bisa respon nya cekal tinder,1,negative,1,2022-06-10 19:49:03,tinder,0.4,0.941
bagusuntuk cari teman,4,neutral,5,2020-09-12 11:30:56,tinder,0.598,0.546
terima kasih tinder lumayan tidak ada jadi tidak hp ku tidak sepi,3,positive,4,2019-02-03 19:24:06,tinder,0.6,0.834
deh beli gold masuk tidak bisa uang hangus,3,neutral,1,2022-06-12 18:49:36,tinder,0.6,0.994
daftar tinder plus tidak bisa pakai pulsa ya pakai kartu kredit,1,neutral,2,2019-03-29 05:05:55,tinder,0.731,0.976
akun keblock sesuai tentu aplikasi kembali akun block,3,neutral,1,2019-03-21 16:20:07,tinder,0.6,0.734
aplikasi rusak tidak bisa login,3,negative,1,2021-07-14 08:58:15,tinder,0.6,0.991
tidak bisa masuk gue tulis nomor hp tidak bisa daftar,3,neutral,1,2022-11-10 18:07:03,tinder,0.42,0.877
dighosting mas cape apk scam tidak suka,4,negative,2,2022-04-10 20:17:39,tinder,0.598,0.999
tinder akundi blokir foto foto akuasli oh tidak jelas tinderaku tidak jual perdagan manusa tidak leceh,2,negative,1,2021-06-02 19:56:30,tinder,0.6,0.996
masak masuk blok lucu banget sue nih tolong developer nya diperbaikik,3,negative,1,2020-01-18 22:54:50,tinder,0.733,0.983
tidak bisa buka cuk loading mulu,4,negative,1,2022-03-02 15:28:21,tinder,0.597,0.999
bagus cuman batas aplikasi bayar,2,negative,4,2019-06-04 09:05:13,tinder,0.598,0.83
wanita nya suamikalau selesai rumah tangga cerai langsung adil agamayg suami tidak ikut tinder cari jodohkalau cerai tolong cantum sertifikat janda nya terima kasih,0,neutral,4,2021-07-31 14:33:00,tinder,0.407,0.963
bayar langgan eh blokir salah gue coba sbnrnya buka aplikasi jarang banget blokir bayar langgan parah tidak asyik verifikasi robot kali gue,0,negative,1,2021-05-26 20:47:28,tinder,0.6,0.998
kak dapatin tinder nyabisa pakai via pulsa bayar,1,neutral,3,2022-06-15 22:10:07,tinder,0.595,0.999
masuk daftar no telepon akun cekal tidak posting,3,neutral,1,2022-06-10 00:15:53,tinder,0.6,0.999
ya puas pakai aplikasi ganggu ya msukin email verifikasi,1,positive,5,2020-09-09 16:46:40,tinder,0.595,0.919
gua bikin akun main eh akun cekal kocak gaming apk,0,neutral,1,2023-01-06 23:00:32,tinder,0.599,0.998
masuk sendiriaplikasi payah,3,negative,1,2018-11-21 14:32:15,tinder,0.6,0.954
ya tidak bisa lihat suka aneh banget bayar sloganya sih macth obrol temu aplikasi tidak macth kalo tidak bayar ngbrolnya oi deh mending facbook gais,2,negative,2,2020-05-16 05:01:42,tinder,0.659,0.999
gembel kagak masuk pasuk nomor tlpn gagal mulu,3,negative,1,2020-05-11 07:37:42,tinder,0.6,0.999
ya tidak bisa masuk tinder blok kah,3,neutral,5,2022-06-24 19:43:56,tinder,0.6,0.556
tidak mutuapa bayar gratis,3,negative,1,2022-01-15 19:25:19,tinder,0.73,0.998
bagus sih sayang medsos kenal bahas uang belikan pulsa transfer halo sni tidak dinas sosial calon caleg pakai uang ya ok,1,positive,5,2019-02-15 07:27:59,tinder,0.595,0.893
erorr buka eh pas login tidak bisa masuk nih tanggepannya,3,negative,1,2019-06-19 08:18:26,tinder,0.6,0.97
login kagak terima nomor verifikasiny ngapa deh tbx kayak,1,negative,2,2021-03-12 10:41:24,tinder,0.599,0.998
gua tidak bisa loginkatanya akun gua diblokirkok diblokirpadahal gua download tinder kalinyatolonglah bijak,2,negative,1,2020-04-27 15:32:40,tinder,0.6,0.989
aplikasi normal operasi cuman top up gold tinder nggabisa pakai pulsa telkomsel,1,neutral,2,2022-07-29 05:27:44,tinder,0.595,0.961
bermanfaatdan moga manfaat,0,positive,5,2019-08-18 14:25:05,tinder,0.588,0.997
tahan aplikasi cari jodoh tidak jadi aplikasi live stream,3,negative,5,2021-07-05 00:41:07,tinder,0.6,0.898
pasuk nomor hp gagal tidak bisa login,0,neutral,2,2022-11-09 13:54:26,tinder,0.595,0.997
aplikasi ambil duit doang bayar tinder gold ribu akun gue blokir alas gue tidak ada tuh chat kasar foto ku sopan,2,negative,1,2020-08-22 09:12:12,tinder,0.407,0.972
tidak bisa masuk aplikasi ya,3,neutral,2,2019-03-19 13:05:44,tinder,0.6,0.628
tidak bisa buka pencet applikasinya white screen doangg ya min,4,neutral,2,2022-10-01 03:34:53,tinder,0.597,0.995
aplikasi tidak guna tidak faedah banget benci aplikasi pakai susah ketemu temanteman juang salam kenal bharzah bandung selamat malam siang baca kartu tarot general reading zodiak gemini black magic laku bahagia tidak pernah bohong orang tulus ya kadang kecewa orang,1,negative,1,2022-08-15 19:52:27,tinder,0.373,0.589
asik bado sih tidak terlalu bayar,2,positive,3,2022-12-27 14:30:19,tinder,0.598,0.737
saldo google play tidak update aplikasi tidak bisa bayar,2,negative,1,2021-09-22 17:55:02,tinder,0.598,0.537
nih aplikasi maksa banget gue user lihat suka pakai bayar auto uninstall,2,positive,1,2022-03-01 06:53:32,tinder,0.727,0.757
habis instal tidak bisa masuk pas kirim kode tidak ada kode terima,3,neutral,1,2021-05-15 17:18:42,tinder,0.6,0.512
jijik gue norak banget akun gue cekal kirim aju sopan email lo kayak bikin app ya tidak ketat atur kecuali kalo gue langgar atur kali lo bebas blokir gue nih kali kali kirim ingat biar tau penting atur tidak asik byee kalo angka gue kasih nol app,0,negative,1,2023-02-12 19:20:14,tinder,0.599,0.999
hp blokir tidak bisa buka tinder tidak kenapa tidak langgar tau pas buka kena blokir tolong baik,4,neutral,1,2021-02-06 23:51:18,tinder,0.595,0.914
tidak bisa buka hp lot,4,neutral,1,2018-10-23 07:39:38,tinder,0.597,0.937
tidak juga bulan pakai apk tinder randa bohay terima kasih tinder,1,neutral,5,2021-02-23 20:57:42,tinder,0.595,0.992
tidak laku apaapa tibatiba cekal woy baik woy tinder tidak mutu,0,negative,1,2023-05-07 22:14:30,tinder,0.596,0.999
orang gaptek bilang app ya jelek orang tidak modal bilang app bayar orang modal gratis ngeluh kekwkwk,3,negative,5,2023-05-05 02:23:40,tinder,0.839,0.999
kayak preman nih aplikasi lihat foto like jatah bayar hadeeuuhhhniat tidak sih bikin aplikasi nya,2,negative,1,2022-02-06 18:35:45,tinder,0.595,0.999
